first name,last name,nickname,link,height(ft),weight(lb),reach(inch),stance,wins,losses,draws,belt,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc.,TD Def,Sub. Avg
Masanori,Kanehara,,http://ufcstats.com/fighter-details/f3a078277b3b8ff4,"5' 7""",135 lbs.,"67.0""",Orthodox,26,12,5,0,1.88,49%,1.63,62%,1.44,50%,63%,0.9
Ken,Kaneko,,http://ufcstats.com/fighter-details/5345f86680378fc1,"6' 0""",161 lbs.,--,Orthodox,0,3,0,0,0.00,0%,0.94,42%,0.00,0%,0%,3.5
Denis,Kang,,http://ufcstats.com/fighter-details/3c241737a6069b9f,"5' 11""",185 lbs.,"77.0""",Orthodox,35,16,2,0,2.27,35%,1.65,67%,2.51,65%,38%,1.2
Kyung Ho,Kang,Mr. Perfect,http://ufcstats.com/fighter-details/a7897d200692ab64,"5' 9""",135 lbs.,"73.0""",Orthodox,17,8,0,0,2.52,44%,2.43,58%,2.53,59%,71%,1.1
Manel,Kape,Prodigio,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,"5' 5""",125 lbs.,"68.0""",,15,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
David,Kaplan,Diamond,http://ufcstats.com/fighter-details/5669b828e7e11329,"5' 7""",155 lbs.,--,Orthodox,3,4,0,0,2.88,46%,4.32,67%,4.88,43%,0%,0.7
Kai,Kara-France,Don't Blink,http://ufcstats.com/fighter-details/853eb0dd5c0e2149,"5' 4""",125 lbs.,"69.0""",Orthodox,21,9,0,0,5.16,39%,4.00,66%,0.56,23%,90%,0.0
Georgi,Karakhanyan,Insane,http://ufcstats.com/fighter-details/43292ecf0e72c143,"5' 8""",145 lbs.,--,,26,7,1,0,4.49,39%,5.00,54%,1.41,50%,33%,1.9
Alex,Karalexis,The Assassin,http://ufcstats.com/fighter-details/e361e5c858af6ff1,"5' 8""",155 lbs.,"66.0""",Orthodox,10,6,0,0,2.57,42%,2.39,54%,2.70,45%,86%,0.9
Impa,Kasanganay,Tshilobo,http://ufcstats.com/fighter-details/257b0c8d6f199895,"5' 11""",185 lbs.,"75.0""",Orthodox,8,1,0,0,5.36,49%,3.52,60%,1.44,83%,63%,0.0
Nadia,Kassem,,http://ufcstats.com/fighter-details/6e7506127408aa9e,"5' 5""",125 lbs.,"66.0""",Southpaw,5,2,0,0,3.13,41%,4.48,48%,0.46,33%,40%,2.8
Yusuke,Kasuya,,http://ufcstats.com/fighter-details/3058888c33149a53,"5' 7""",155 lbs.,--,Southpaw,9,3,0,0,2.17,44%,4.34,48%,1.36,33%,0%,0.0
Tetsuji,Kato,,http://ufcstats.com/fighter-details/542db012217ecb83,--,155 lbs.,--,Orthodox,20,10,0,0,1.20,29%,2.10,70%,2.00,57%,80%,0.5
Hisaki,Kato,,http://ufcstats.com/fighter-details/ebf1c247b2cba375,"6' 0""",185 lbs.,--,,8,2,0,0,2.80,48%,1.72,68%,1.62,100%,0%,0.0
Brad,Katona,,http://ufcstats.com/fighter-details/7b433309b0fd12aa,"5' 6""",135 lbs.,"64.0""",Orthodox,8,2,0,0,3.33,51%,2.98,57%,1.25,22%,47%,0.0
Calvin,Kattar,,http://ufcstats.com/fighter-details/751de04455cfaac0,"5' 11""",145 lbs.,"72.0""",Orthodox,22,4,0,0,5.01,41%,5.66,56%,0.47,37%,88%,0.0
Sarah,Kaufman,,http://ufcstats.com/fighter-details/36df8e119aec6175,"5' 5""",135 lbs.,"66.0""",Orthodox,18,4,0,0,6.65,46%,4.00,62%,0.38,57%,81%,0.0
Yusuke,Kawaguchi,,http://ufcstats.com/fighter-details/fa2320781bfe4f49,"6' 0""",255 lbs.,--,,18,12,0,0,2.87,47%,3.93,50%,0.00,0%,72%,0.0
Canaan,Kawaihae,,http://ufcstats.com/fighter-details/58d42b9e920b25fc,"6' 0""",145 lbs.,--,Southpaw,4,1,0,0,2.33,72%,5.40,34%,0.00,0%,100%,0.0
Tatsuya,Kawajiri,Crusher,http://ufcstats.com/fighter-details/80d918336163b80c,"5' 7""",145 lbs.,"69.0""",Orthodox,36,11,2,0,2.04,44%,2.01,50%,3.63,48%,63%,1.1
Ryo,Kawamura,,http://ufcstats.com/fighter-details/9e91d7fd2720e241,"5' 11""",205 lbs.,--,Orthodox,18,9,4,0,0.60,16%,3.93,39%,0.00,0%,6%,0.0
Doug,Kay,,http://ufcstats.com/fighter-details/547c5611bd366988,--,--,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Julie,Kedzie,,http://ufcstats.com/fighter-details/981ab7a0576f76a0,"5' 5""",135 lbs.,--,Orthodox,16,13,0,0,2.90,36%,3.18,46%,1.14,23%,78%,0.0
Ryan,Keenan,,http://ufcstats.com/fighter-details/a72b20136239ba39,"5' 10""",170 lbs.,--,,6,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
CJ,Keith,,http://ufcstats.com/fighter-details/c0eecd851dbf3146,"6' 0""",155 lbs.,--,Orthodox,8,4,0,0,0.86,50%,1.82,50%,0.00,0%,62%,0.0
Chris,Kelades,The Greek Assassin,http://ufcstats.com/fighter-details/56c9acc4e86046a2,"5' 7""",125 lbs.,"68.0""",Orthodox,9,3,0,0,2.40,43%,2.64,48%,1.04,18%,53%,0.3
Brian,Kelleher,Boom,http://ufcstats.com/fighter-details/7be14eaed4c74856,"5' 6""",145 lbs.,"66.0""",Switch,22,11,0,0,4.45,40%,5.97,53%,1.20,25%,72%,0.8
Mayana,Kellem,,http://ufcstats.com/fighter-details/c788481ae19e798d,"5' 5""",135 lbs.,--,Orthodox,7,1,0,0,1.94,22%,2.90,62%,0.00,0%,0%,0.0
Tony,Kelley,Primetime,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,"5' 9""",135 lbs.,"70.0""",Switch,7,2,0,0,4.57,47%,4.77,43%,0.00,0%,50%,2.0
Paul,Kelly,,http://ufcstats.com/fighter-details/aac5ac38148f0528,"5' 9""",155 lbs.,"70.0""",Orthodox,14,5,0,0,3.22,37%,2.61,59%,1.34,60%,30%,1.5
John,Kelly,,http://ufcstats.com/fighter-details/ace83095105dd205,"5' 9""",170 lbs.,--,,5,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Daniel,Kelly,,http://ufcstats.com/fighter-details/bdcbb976816fd256,"6' 0""",185 lbs.,"70.0""",Southpaw,13,4,0,0,3.62,38%,4.64,61%,1.86,34%,78%,0.3
Tim,Kennedy,,http://ufcstats.com/fighter-details/3c660c90d48fc80d,"5' 11""",185 lbs.,"74.0""",Orthodox,18,6,0,0,2.78,47%,1.84,62%,2.58,35%,70%,0.7
Steve,Kennedy,The Steamrolla,http://ufcstats.com/fighter-details/185fb0200a4605e6,"5' 11""",170 lbs.,--,Orthodox,24,8,0,0,2.28,35%,5.52,45%,2.51,33%,0%,0.0
Jeremy,Kennedy,JBC,http://ufcstats.com/fighter-details/68f6e96c5fa6e044,"5' 11""",145 lbs.,"71.0""",Orthodox,11,1,0,0,2.22,46%,2.58,47%,5.73,52%,66%,0.0
Waylon,Kennell,,http://ufcstats.com/fighter-details/9b8a73b59be8d786,"6' 0""",185 lbs.,--,,6,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Casey,Kenney,,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07,"5' 7""",140 lbs.,"68.0""",Southpaw,16,2,1,0,4.79,43%,4.07,59%,1.25,42%,56%,0.6
Aurelijus,Kerpe,,http://ufcstats.com/fighter-details/c1e4ae143cce7398,--,--,--,Orthodox,11,22,0,0,1.26,16%,8.21,31%,0.00,0%,0%,0.0
Mark,Kerr,The Smashing Machine,http://ufcstats.com/fighter-details/a7b48e18ca27795d,"6' 3""",266 lbs.,--,Switch,15,11,0,0,0.28,41%,0.89,28%,2.92,77%,0%,0.4
Will,Kerr,,http://ufcstats.com/fighter-details/ef61d9f5176b3200,"5' 10""",155 lbs.,"69.0""",Orthodox,9,3,0,0,1.91,42%,6.22,33%,0.00,0%,0%,14.3
Ron,Keslar,,http://ufcstats.com/fighter-details/b84f34b425dfd24b,--,185 lbs.,--,,11,9,0,0,0.00,0%,2.05,60%,0.00,0%,100%,7.7
Rustam,Khabilov,Tiger,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,"5' 8""",155 lbs.,"73.0""",Orthodox,24,4,0,0,1.98,34%,2.16,65%,3.95,41%,61%,0.1
Adam,Khaliev,,http://ufcstats.com/fighter-details/1aba18b5f15d4956,"6' 0""",170 lbs.,--,Orthodox,6,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sergey,Khandozhko,Honda,http://ufcstats.com/fighter-details/90da09db03e41748,"6' 1""",170 lbs.,"74.0""",Orthodox,27,6,1,0,2.83,42%,1.70,60%,0.50,16%,64%,0.0
Sergei,Kharitonov,,http://ufcstats.com/fighter-details/0693b2eab79198ea,"6' 0""",245 lbs.,--,Orthodox,26,6,0,0,3.90,44%,3.03,54%,1.16,53%,70%,1.0
Alfred,Khashakyan,The Fearless,http://ufcstats.com/fighter-details/3929efe0c0a83d07,"5' 8""",135 lbs.,"70.0""",Orthodox,8,3,0,0,6.14,42%,6.38,40%,3.54,25%,0%,0.0
Aliaskhab,Khizriev,Black Wolf,http://ufcstats.com/fighter-details/7ab478c397cd68ef,"5' 9""",185 lbs.,"74.0""",Southpaw,13,0,0,0,6.00,83%,3.60,66%,18.00,50%,0%,18.0
Pannie,Kianzad,Banzai,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,"5' 7""",135 lbs.,"66.0""",Orthodox,14,5,0,0,4.85,45%,3.72,58%,0.29,20%,92%,0.3
Akira,Kikuchi,,http://ufcstats.com/fighter-details/9c37681096c6f3a9,"5' 8""",155 lbs.,--,Orthodox,16,4,0,0,3.67,56%,0.40,14%,2.00,40%,100%,0.0
Katsunori,Kikuno,,http://ufcstats.com/fighter-details/44470bfd9483c7ad,"5' 8""",145 lbs.,"66.0""",Orthodox,24,8,2,0,2.64,40%,2.47,61%,1.88,75%,76%,0.8
Sanae,Kikuta,,http://ufcstats.com/fighter-details/e4bde462b043d3e1,"5' 9""",200 lbs.,--,Orthodox,31,9,3,0,0.70,45%,0.90,52%,1.60,63%,25%,1.8
Jacob,Kilburn,The Killer,http://ufcstats.com/fighter-details/637bd06c32219f0b,"5' 9""",145 lbs.,"72.0""",Orthodox,8,3,0,0,0.77,55%,7.26,17%,0.00,0%,0%,0.0
Dong Hyun,Kim,Stun Gun,http://ufcstats.com/fighter-details/9bcf8603ceb25680,"6' 2""",170 lbs.,"76.0""",Southpaw,22,4,1,0,2.12,49%,1.89,58%,2.93,43%,71%,0.6
Jin Oh,Kim,,http://ufcstats.com/fighter-details/8d04923f2db59b7f,"5' 9""",205 lbs.,--,Orthodox,0,4,0,0,5.06,25%,8.43,50%,0.00,0%,66%,0.0
Dae Won,Kim,,http://ufcstats.com/fighter-details/354808cf38d9d73c,"5' 11""",180 lbs.,--,Orthodox,11,7,0,0,1.75,32%,2.51,36%,3.43,42%,0%,0.0
Jong Wang,Kim,,http://ufcstats.com/fighter-details/380e8b023290d091,"6' 1""",240 lbs.,--,,13,23,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jong Won,Kim,,http://ufcstats.com/fighter-details/9e0f28d1f639ad73,"5' 7""",139 lbs.,--,Orthodox,0,1,0,0,0.84,15%,3.28,63%,2.81,100%,0%,0.0
Min Soo,Kim,,http://ufcstats.com/fighter-details/831b937811804dad,"6' 1""",255 lbs.,--,Southpaw,3,7,0,0,0.87,100%,3.48,20%,0.00,0%,0%,0.0
Jong Man,Kim,Special Force,http://ufcstats.com/fighter-details/dba230fe33011201,"5' 7""",139 lbs.,--,Orthodox,23,11,3,0,1.33,21%,3.00,60%,0.00,0%,0%,0.0
Ji Yeon,Kim,Firefist,http://ufcstats.com/fighter-details/a20f234df70f2182,"5' 7""",125 lbs.,"72.0""",Orthodox,9,3,2,0,4.50,34%,4.94,57%,0.00,0%,42%,0.0
Jeremy,Kimball,,http://ufcstats.com/fighter-details/917a5cb9821df261,"6' 0""",205 lbs.,"72.0""",Switch,15,8,0,0,2.81,46%,3.84,49%,1.41,20%,50%,0.0
Rob,Kimmons,The Rosedale Reaper,http://ufcstats.com/fighter-details/054defd5420a551f,"5' 10""",185 lbs.,"73.0""",Orthodox,25,9,0,0,1.86,48%,4.79,38%,2.08,46%,25%,2.4
Dustin,Kimura,The Diamond,http://ufcstats.com/fighter-details/fe91d254db77a7fc,"5' 7""",135 lbs.,"71.0""",Orthodox,11,3,0,0,1.33,21%,3.82,51%,0.93,37%,50%,2.2
Taiei,Kin,,http://ufcstats.com/fighter-details/c7ac79839e86ce33,"5' 11""",185 lbs.,--,Orthodox,6,3,0,0,2.71,60%,1.33,52%,0.00,0%,55%,0.0
Mike,King,,http://ufcstats.com/fighter-details/564c2f5f9eb45d67,"6' 3""",185 lbs.,--,,5,1,0,0,4.44,58%,1.29,72%,1.75,25%,40%,3.5
Kyle,Kingsbury,Kingsbu,http://ufcstats.com/fighter-details/b959e8c7fd8390d2,"6' 4""",205 lbs.,"79.0""",Orthodox,11,6,0,0,2.97,40%,3.81,51%,2.64,41%,52%,0.0
Kamuela,Kirk,The Jawaiian,http://ufcstats.com/fighter-details/c7d7fda69ec410d3,"5' 10""",145 lbs.,"75.0""",Switch,9,3,0,0,5.31,57%,12.25,21%,2.89,40%,100%,0.0
Yurij,Kiseliov,Playboy,http://ufcstats.com/fighter-details/51d2aaaca56e5b40,"5' 8""",185 lbs.,--,Orthodox,5,4,0,0,4.88,87%,0.00,0%,0.00,0%,50%,0.0
Justine,Kish,,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,"5' 5""",125 lbs.,"64.0""",Orthodox,7,3,0,0,4.65,48%,4.62,59%,1.01,35%,55%,0.2
Koji,Kitao,,http://ufcstats.com/fighter-details/2a6f8136da1e52c0,"6' 7""",350 lbs.,--,Southpaw,1,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Satoru,Kitaoka,,http://ufcstats.com/fighter-details/e2ac5bb645f33088,"5' 6""",154 lbs.,--,,40,14,9,0,0.68,33%,2.15,45%,0.62,10%,27%,2.1
Ludovit,Klein,Mr. Highlight,http://ufcstats.com/fighter-details/5b86d491d63890c5,"5' 7""",155 lbs.,"72.0""",Southpaw,17,2,0,0,7.11,69%,3.16,42%,0.00,0%,0%,0.0
Seth,Kleinbeck,Mass Destruction,http://ufcstats.com/fighter-details/8ad022dd81224f61,"6' 2""",185 lbs.,--,,8,4,0,0,2.55,33%,2.42,40%,0.98,25%,90%,0.0
Stefan,Klever,,http://ufcstats.com/fighter-details/bc3876891e155bb5,--,185 lbs.,--,Orthodox,6,1,0,0,0.82,50%,3.84,58%,0.00,0%,0%,0.0
Drakkar,Klose,,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,"5' 9""",155 lbs.,"70.0""",Orthodox,11,2,1,0,3.89,53%,3.64,53%,1.56,30%,68%,0.0
Michael,Knaap,Hammer,http://ufcstats.com/fighter-details/02f0e04acf102ea9,"6' 2""",220 lbs.,--,Orthodox,18,22,3,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kevin,Knabjian,,http://ufcstats.com/fighter-details/1fac46d466abd5b8,"5' 10""",170 lbs.,--,Orthodox,12,7,1,0,0.00,0%,15.56,22%,0.00,0%,100%,0.0
Jason,Knight,The Kid,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,"5' 10""",145 lbs.,"71.0""",Orthodox,20,5,0,0,2.95,33%,3.02,51%,1.31,31%,47%,1.7
William,Knight,Knightmare,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95,"5' 10""",205 lbs.,"73.0""",Orthodox,9,1,0,0,4.69,76%,2.88,33%,3.76,66%,63%,0.5
Isao,Kobayashi,,http://ufcstats.com/fighter-details/a02652d063ef5baa,"5' 8""",145 lbs.,--,,21,4,4,0,1.01,33%,1.66,45%,2.17,100%,100%,0.0
Kelly,Kobold,Blood Red,http://ufcstats.com/fighter-details/c398235fcaf8d71d,"5' 6""",135 lbs.,--,Orthodox,19,3,1,0,2.33,21%,4.11,59%,1.67,11%,0%,0.0
Erik,Koch,Phoenix,http://ufcstats.com/fighter-details/99bd87a300079ed9,"5' 10""",170 lbs.,"71.0""",Southpaw,16,6,0,0,2.33,42%,2.82,47%,1.02,42%,81%,1.0
Sokun,Koh,,http://ufcstats.com/fighter-details/6d8ef8706781c49e,"6' 1""",205 lbs.,--,,4,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Shingo,Kohara,,http://ufcstats.com/fighter-details/44c233770075cea1,"5' 6""",135 lbs.,--,,1,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brad,Kohler,,http://ufcstats.com/fighter-details/13c4313ed0f744f3,"5' 9""",220 lbs.,--,Orthodox,12,15,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Charlie,Kohler,,http://ufcstats.com/fighter-details/5717efc6f271cd52,"5' 9""",155 lbs.,--,Orthodox,8,4,1,0,0.81,33%,4.31,46%,0.00,0%,0%,4.0
Tsuyoshi,Kohsaka,TK,http://ufcstats.com/fighter-details/b76ed59283d3559c,"5' 11""",225 lbs.,--,Orthodox,27,19,2,0,1.88,38%,4.41,54%,1.32,20%,33%,0.4
John,Kolosci,,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4,"5' 11""",185 lbs.,--,Orthodox,15,9,0,0,0.21,20%,0.85,50%,0.00,0%,0%,0.0
Yuki,Kondo,,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb,"5' 11""",183 lbs.,--,Southpaw,60,33,9,0,1.14,42%,2.57,51%,0.76,41%,37%,0.5
Syuri,Kondo,,http://ufcstats.com/fighter-details/a851c35f58199231,"5' 4""",115 lbs.,"66.0""",Orthodox,6,3,0,0,5.40,44%,7.22,58%,0.00,0%,83%,0.3
Cheick,Kongo,,http://ufcstats.com/fighter-details/1eacf73d6a0055dc,"6' 4""",240 lbs.,"82.0""",Orthodox,27,10,2,0,3.33,56%,1.28,54%,2.30,56%,52%,0.2
Andrei,Kopylov,,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d,"6' 2""",265 lbs.,--,Orthodox,6,11,0,0,0.33,66%,4.31,40%,0.00,0%,0%,0.0
Roman,Kopylov,,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,"6' 0""",185 lbs.,"75.0""",Southpaw,8,1,0,0,2.64,38%,3.07,63%,0.00,0%,66%,0.0
Andrey,Koreshkov,Spartan,http://ufcstats.com/fighter-details/aee885b8ca29ab4f,"6' 0""",170 lbs.,--,,19,2,0,0,2.84,39%,1.92,63%,4.80,53%,0%,0.0
Josh,Koscheck,,http://ufcstats.com/fighter-details/dd37fd509af89f15,"5' 10""",170 lbs.,"73.0""",Orthodox,17,11,0,0,1.79,36%,2.27,63%,2.46,48%,64%,0.4
Naoyuki,Kotani,,http://ufcstats.com/fighter-details/bc8f6b42767e28df,"5' 8""",155 lbs.,"66.0""",Southpaw,34,14,7,0,1.02,31%,2.89,50%,0.83,16%,46%,0.8
Ilya,Kotau,,http://ufcstats.com/fighter-details/a68d57ae177a5815,--,170 lbs.,--,,1,2,0,0,3.94,40%,4.38,44%,6.57,100%,100%,6.6
Iouri,Kotchkine,,http://ufcstats.com/fighter-details/c6becb722706c7d8,"6' 2""",235 lbs.,--,Orthodox,7,4,1,0,0.67,38%,4.92,15%,0.00,0%,25%,0.0
Matt,Kovacs,300,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf,"6' 0""",244 lbs.,--,Orthodox,12,16,0,0,1.47,22%,4.87,44%,1.00,25%,0%,0.0
Marcus,Kowal,,http://ufcstats.com/fighter-details/ad0e42800a0d8977,--,135 lbs.,--,,3,1,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Karolina,Kowalkiewicz,,http://ufcstats.com/fighter-details/d7c3816669784109,"5' 3""",115 lbs.,"64.0""",Orthodox,12,6,0,0,5.27,39%,5.65,56%,0.10,12%,75%,0.1
Steve,Kozola,,http://ufcstats.com/fighter-details/fc36e2352dccf2a4,--,155 lbs.,--,,8,0,0,0,3.90,39%,4.36,50%,2.34,100%,100%,0.0
Derrick,Krantz,D-Rock,http://ufcstats.com/fighter-details/714e1e0681ddb703,"5' 10""",170 lbs.,"72.0""",Orthodox,22,12,0,0,2.07,37%,4.03,50%,3.18,50%,0%,0.8
James,Krause,The,http://ufcstats.com/fighter-details/8f6a18831a120817,"6' 2""",170 lbs.,"73.0""",Orthodox,28,9,0,0,4.79,49%,4.11,61%,0.96,18%,59%,0.9
Pascal,Krauss,Panzer,http://ufcstats.com/fighter-details/a01e84abefd85ec0,"6' 1""",170 lbs.,--,Orthodox,11,2,0,0,5.45,47%,3.88,59%,1.53,50%,60%,0.9
Rene,Kronvold,,http://ufcstats.com/fighter-details/db05271715bb4874,"5' 8""",170 lbs.,--,Orthodox,5,1,0,0,0.82,100%,2.47,60%,0.00,0%,66%,4.1
Jorgen,Kruth,The Last Viking,http://ufcstats.com/fighter-details/6071d786f6187810,"6' 2""",205 lbs.,--,,5,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nikita,Krylov,The Miner,http://ufcstats.com/fighter-details/1091d4d957141094,"6' 3""",205 lbs.,"77.0""",Orthodox,27,7,0,0,4.54,59%,2.45,41%,1.40,38%,52%,1.6
Mariusz,Ksiazkiewicz,The Iron Pol,http://ufcstats.com/fighter-details/ab16537dd1e5e81d,"6' 3""",185 lbs.,"75.0""",Southpaw,8,1,0,0,0.93,45%,3.40,39%,4.00,100%,0%,2.0
Junya,Kudo,,http://ufcstats.com/fighter-details/487c170da059857d,--,135 lbs.,--,Orthodox,10,7,2,0,1.85,71%,4.44,33%,0.00,0%,0%,0.0
John,Kuhner,,http://ufcstats.com/fighter-details/a272656ad662ac53,--,170 lbs.,--,,1,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Michael,Kuiper,,http://ufcstats.com/fighter-details/b7f38813485745da,"6' 0""",185 lbs.,"73.0""",Orthodox,15,5,0,0,3.28,54%,3.62,54%,2.30,55%,79%,0.0
Anton,Kuivanen,,http://ufcstats.com/fighter-details/706f8e2b34e8e18b,"5' 8""",155 lbs.,"72.0""",Orthodox,24,10,0,0,2.27,38%,1.63,67%,1.20,100%,71%,0.4
Maiju,Kujala,,http://ufcstats.com/fighter-details/4e77d070239699e2,--,135 lbs.,--,,6,3,0,0,2.50,40%,5.50,36%,0.00,0%,50%,0.0
Aleksei,Kunchenko,,http://ufcstats.com/fighter-details/e2ccd9a9ace60de7,"5' 8""",170 lbs.,"70.0""",Orthodox,20,2,0,0,3.67,44%,2.83,63%,0.25,33%,80%,0.0
Keigo,Kunihara,,http://ufcstats.com/fighter-details/782a2a17d3e38fdf,"6' 0""",235 lbs.,--,Orthodox,3,2,0,0,0.17,10%,1.99,57%,4.97,40%,100%,2.5
Kiichi,Kunimoto,Strasser,http://ufcstats.com/fighter-details/71df36d6d8cf0d74,"5' 10""",170 lbs.,"71.0""",Orthodox,18,7,2,0,1.87,44%,3.92,41%,1.59,20%,28%,0.3
Yana,Kunitskaya,,http://ufcstats.com/fighter-details/3143bf892608139a,"5' 6""",135 lbs.,"68.0""",Orthodox,13,5,0,0,4.49,54%,3.17,51%,2.04,53%,33%,0.2
Leo,Kuntz,The Lion,http://ufcstats.com/fighter-details/6905d45bd71b50a9,"5' 10""",155 lbs.,--,Orthodox,18,4,1,0,1.68,32%,3.80,45%,1.99,25%,33%,0.7
Korey,Kuppe,,http://ufcstats.com/fighter-details/780a2897055e3ee3,"6' 5""",170 lbs.,"77.0""",Switch,8,4,0,0,0.73,73%,1.33,31%,0.00,0%,69%,1.0
Ramazan,Kuramagomedov,,http://ufcstats.com/fighter-details/b6a73e6f11a8835c,"6' 0""",185 lbs.,--,Orthodox,6,0,0,0,11.67,67%,9.13,54%,1.00,14%,0%,0.0
Tsuyoshi,Kurihara,,http://ufcstats.com/fighter-details/032b65d5fff611b2,"5' 10""",185 lbs.,--,Orthodox,10,8,2,0,0.00,0%,12.00,50%,0.00,0%,0%,0.0
Eldari,Kurtanidze,,http://ufcstats.com/fighter-details/4c78fc005a53831d,"5' 6""",235 lbs.,--,Orthodox,0,1,0,0,0.47,20%,3.72,60%,0.00,0%,0%,0.0
Kyle,Kurtz,,http://ufcstats.com/fighter-details/b490def93478ae29,--,170 lbs.,--,,7,5,0,0,1.31,36%,2.95,52%,1.23,20%,0%,2.5
Guram,Kutateladze,Georgian Viking,http://ufcstats.com/fighter-details/7772b283d288dbe2,"5' 11""",155 lbs.,"72.0""",Orthodox,12,2,0,0,2.47,43%,3.47,58%,0.00,0%,68%,0.0
Lina,Kvokov,,http://ufcstats.com/fighter-details/843dd76c50cae0f6,"5' 9""",135 lbs.,--,Orthodox,0,3,0,0,2.31,30%,12.12,19%,0.00,0%,0%,0.0
Kaleo,Kwan,Leo Boy,http://ufcstats.com/fighter-details/2545c7f47a65bca3,"5' 7""",155 lbs.,--,,11,16,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jarrod,Kwitty,,http://ufcstats.com/fighter-details/849d15ed7e3a0e97,"5' 8""",185 lbs.,--,,2,2,0,0,0.53,50%,4.40,32%,8.00,50%,0%,2.0
Mike,Kyle,MAK,http://ufcstats.com/fighter-details/56b8b24f65f9f057,"6' 4""",205 lbs.,"77.0""",Orthodox,22,14,1,0,3.93,51%,3.35,49%,1.33,62%,50%,0.8
Achmed,Labasanov,,http://ufcstats.com/fighter-details/b3fb8d2293e17a59,"6' 3""",215 lbs.,--,Orthodox,7,4,0,0,0.75,39%,1.10,46%,3.00,100%,0%,0.8
Josh,LaBerge,,http://ufcstats.com/fighter-details/5108b169b5fe1f86,"5' 10""",145 lbs.,--,,11,6,0,0,2.53,36%,5.33,44%,0.00,0%,71%,0.0
Jeremiah,Labiano,The Kid,http://ufcstats.com/fighter-details/4fe1d105af549845,"5' 10""",135 lbs.,--,,11,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kemran,Lachinov,,http://ufcstats.com/fighter-details/eb84192d1a97f69e,--,170 lbs.,--,,3,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Aspen,Ladd,,http://ufcstats.com/fighter-details/d4691518d012b9e7,"5' 6""",135 lbs.,"66.0""",Orthodox,9,1,0,0,5.22,55%,4.84,46%,2.45,75%,66%,1.2
Ryan,LaFlare,,http://ufcstats.com/fighter-details/4c7781da8c6cae93,"6' 1""",170 lbs.,"74.0""",Southpaw,14,3,0,0,2.89,40%,1.86,63%,2.13,44%,58%,0.2
Ben,Lagman,Bad News,http://ufcstats.com/fighter-details/b40e65d71a8d4ce5,"6' 2""",185 lbs.,--,,6,5,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Noad,Lahat,Neo,http://ufcstats.com/fighter-details/9f755fb04cc21499,"5' 9""",145 lbs.,"69.0""",Orthodox,11,2,0,0,2.79,46%,1.47,63%,2.37,26%,16%,2.4
Tina,Lahdemaki,Jelly Bean,http://ufcstats.com/fighter-details/e5ca2bc2451a5956,"5' 2""",115 lbs.,--,Orthodox,5,1,0,0,1.93,20%,4.67,57%,0.00,0%,16%,0.0
Tim,Lajcik,The Bohemian,http://ufcstats.com/fighter-details/c7e9d15cfce52f1d,"6' 1""",225 lbs.,--,Orthodox,7,6,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Todd,Lally,,http://ufcstats.com/fighter-details/7d06092326c52528,"5' 7""",145 lbs.,--,Orthodox,2,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
