fight date,fight weightclass,win method,rounds,time,Winner,KD W,TD succeeded W,TD attempted W,TD % W,sub attempts W,pass W,str landed W,str total W,sig str landed W,sig str total W,sig str % W,dist str landed W,dist str total W,clinch str landed W,clinch str total W,ground str landed W,ground str total W,Loser,KD L,TD succeeded L,TD attempted L,TD % L,sub attempts L,pass L,str landed L,str total L,sig str landed L,sig str total L,sig str % L,dist str landed L,dist str total L,clinch str landed L,clinch str total L,ground str landed L,ground str total L
"July 26, 2014",Lightweight,U-DEC,3,5:00,Jorge Masvidal,1,2 , 3,66,2,2,23 , 87,19 , 83,22,17 , 76,0 , 1,2 , 6,Daron Cruickshank,0,2 , 4,50,2,1,99 , 150,51 , 92,55,23 , 50,8 , 9,20 , 33
"July 26, 2014",Light Heavyweight,U-DEC,3,5:00,Patrick Cummins,0,0 , 1,0,10,0,22 , 85,22 , 85,25,16 , 79,6 , 6,0 , 0,Kyle Kingsbury,0,10 , 17,58,0,0,115 , 176,73 , 129,56,19 , 53,10 , 13,44 , 63
"July 26, 2014",Welterweight,U-DEC,3,5:00,Tim Means,0,0 , 3,0,1,0,63 , 191,61 , 189,32,56 , 178,5 , 11,0 , 0,Hernani Perpetuo,0,1 , 4,25,0,0,85 , 211,85 , 210,40,80 , 199,5 , 11,0 , 0
"July 26, 2014",Featherweight,Overturned,1,1:39,Mike de la Torre,0,0 , 1,0,0,0,8 , 14,6 , 11,54,5 , 9,1 , 2,0 , 0,Brian Ortega,0,1 , 3,33,1,2,5 , 8,3 , 6,50,2 , 5,1 , 1,0 , 0
"July 26, 2014",Lightweight,U-DEC,3,5:00,Tiago dos Santos e Silva,0,2 , 2,100,0,0,30 , 73,30 , 73,41,26 , 68,1 , 2,3 , 3,Akbarh Arreola,0,0 , 0,--,2,0,88 , 195,62 , 163,38,38 , 127,24 , 35,0 , 1
"July 26, 2014",Welterweight,U-DEC,3,5:00,Gilbert Burns,0,0 , 1,0,2,0,69 , 143,41 , 111,36,26 , 88,13 , 21,2 , 2,Andreas Stahl,0,2 , 10,20,0,0,56 , 153,44 , 140,31,29 , 118,15 , 22,0 , 0
"July 26, 2014",Women's Strawweight,U-DEC,3,5:00,Joanna Jedrzejczyk,0,1 , 14,7,0,0,38 , 103,18 , 77,23,13 , 69,3 , 5,2 , 3,Juliana Lima,0,0 , 0,--,1,0,55 , 180,46 , 168,27,34 , 152,12 , 16,0 , 0
"July 26, 2014",Featherweight,U-DEC,3,5:00,Noad Lahat,0,0 , 0,--,4,2,56 , 119,35 , 92,38,32 , 82,1 , 3,2 , 7,Steven Siler,0,4 , 17,23,0,0,76 , 143,26 , 91,28,22 , 87,0 , 0,4 , 4
"July 19, 2014",Featherweight,KO/TKO,1,4:05,Conor McGregor,1,1 , 1,100,1,0,37 , 68,18 , 49,36,10 , 30,0 , 0,8 , 19,Diego Brandao,0,0 , 2,0,0,1,10 , 23,9 , 22,40,5 , 16,4 , 5,0 , 1
"July 19, 2014",Welterweight,SUB,2,4:48,Gunnar Nelson,0,1 , 1,100,1,1,23 , 34,13 , 24,54,9 , 19,2 , 3,2 , 2,Zak Cummings,0,0 , 1,0,0,0,21 , 79,18 , 75,24,8 , 60,10 , 15,0 , 0
"July 19, 2014",Flyweight,U-DEC,3,5:00,Ian McCall,0,0 , 10,0,3,0,29 , 105,22 , 97,22,10 , 78,12 , 19,0 , 0,Brad Pickett,0,3 , 7,42,0,0,112 , 176,56 , 119,47,32 , 90,19 , 23,5 , 6
"July 19, 2014",Lightweight,KO/TKO,2,3:41,Norman Parke,0,2 , 2,100,2,0,41 , 91,34 , 83,40,5 , 27,5 , 9,24 , 47,Naoyuki Kotani,0,0 , 7,0,0,0,16 , 43,8 , 35,22,7 , 32,1 , 3,0 , 0
"July 19, 2014",Light Heavyweight,KO/TKO,1,2:07,Ilir Latifi,0,1 , 1,100,1,0,17 , 32,16 , 31,51,15 , 30,0 , 0,1 , 1,Chris Dempsey,0,0 , 0,--,0,0,1 , 5,1 , 5,20,0 , 4,1 , 1,0 , 0
"July 19, 2014",Flyweight,U-DEC,3,5:00,Neil Seery,1,2 , 2,100,2,0,63 , 151,60 , 148,40,42 , 114,3 , 9,15 , 25,Phil Harris,0,2 , 17,11,2,0,52 , 139,40 , 126,31,37 , 120,2 , 5,1 , 1
"July 19, 2014",Middleweight,SUB,2,3:33,Cathal Pendred,0,3 , 5,60,3,1,16 , 46,11 , 40,27,9 , 37,1 , 2,1 , 1,Mike King,1,1 , 4,25,1,2,60 , 103,38 , 65,58,17 , 36,5 , 5,16 , 24
"July 19, 2014",Middleweight,U-DEC,3,5:00,Trevor Smith,0,1 , 5,20,2,2,42 , 63,26 , 45,57,14 , 32,12 , 13,0 , 0,Tor Troeng,0,2 , 5,40,1,0,89 , 110,42 , 59,71,15 , 28,11 , 14,16 , 17
"July 19, 2014",Light Heavyweight,KO/TKO,1,4:57,Nikita Krylov,1,1 , 2,50,0,0,31 , 50,21 , 39,53,6 , 13,14 , 23,1 , 3,Cody Donovan,0,0 , 0,--,1,2,80 , 114,42 , 70,60,11 , 24,21 , 31,10 , 15
"July 19, 2014",Flyweight,SUB,1,3:06,Paddy Holohan,1,0 , 1,0,0,1,20 , 39,10 , 29,34,7 , 21,0 , 1,3 , 7,Josh Sampo,0,0 , 0,--,0,1,3 , 11,3 , 11,27,3 , 11,0 , 0,0 , 0
"July 16, 2014",Lightweight,KO/TKO,2,3:31,Donald Cerrone,1,0 , 2,0,0,0,41 , 82,37 , 78,47,34 , 73,2 , 4,1 , 1,Jim Miller,0,1 , 6,16,1,0,34 , 69,30 , 65,46,25 , 58,4 , 6,1 , 1
"July 16, 2014",Lightweight,KO/TKO,1,3:06,Edson Barboza,1,0 , 0,--,0,0,10 , 17,10 , 17,58,8 , 15,2 , 2,0 , 0,Evan Dunham,0,0 , 1,0,0,0,10 , 27,10 , 27,37,8 , 23,0 , 2,2 , 2
"July 16, 2014",Welterweight,SUB,2,2:12,Rick Story,0,3 , 4,75,3,1,53 , 70,24 , 39,61,7 , 16,0 , 0,17 , 23,Leonardo Mafra,0,0 , 0,--,0,0,21 , 32,11 , 20,55,8 , 17,2 , 2,1 , 1
"July 16, 2014",Lightweight,KO/TKO,2,3:27,Joe Proctor,0,0 , 4,0,0,0,35 , 86,35 , 86,40,25 , 73,10 , 13,0 , 0,Justin Salas,1,0 , 0,--,0,0,29 , 86,25 , 81,30,18 , 70,1 , 3,6 , 8
"July 16, 2014",Flyweight,KO/TKO,3,4:51,John Lineker,1,2 , 4,50,2,0,134 , 328,133 , 327,40,125 , 309,6 , 15,2 , 3,Alptekin Ozkilic,0,1 , 4,25,1,0,94 , 237,88 , 230,38,84 , 217,4 , 13,0 , 0
"July 16, 2014",Featherweight,KO/TKO,3,2:08,Lucas Martins,1,0 , 1,0,0,0,53 , 140,53 , 140,37,50 , 137,0 , 0,3 , 3,Alex White,0,0 , 0,--,0,0,42 , 159,42 , 159,26,41 , 157,1 , 2,0 , 0
"July 16, 2014",Lightweight,U-DEC,3,5:00,Gleison Tibau,0,4 , 6,66,4,0,87 , 143,44 , 93,47,30 , 67,6 , 16,8 , 10,Pat Healy,0,0 , 3,0,0,0,86 , 168,54 , 132,40,37 , 103,17 , 29,0 , 0
"July 16, 2014",Women's Bantamweight,KO/TKO,1,2:24,Leslie Smith,0,0 , 0,--,0,0,16 , 36,16 , 36,44,14 , 32,2 , 4,0 , 0,Jessamyn Duke,1,0 , 0,--,0,0,36 , 59,36 , 59,61,18 , 36,18 , 23,0 , 0
"July 16, 2014",Bantamweight,KO/TKO,3,3:50,Aljamain Sterling,0,0 , 0,--,4,0,22 , 54,15 , 46,32,12 , 43,3 , 3,0 , 0,Hugo Viana,0,4 , 4,100,0,0,94 , 132,62 , 98,63,10 , 32,12 , 14,40 , 52
"July 16, 2014",Lightweight,KO/TKO,1,5:00,Yosdenis Cedeno,1,0 , 0,--,0,0,27 , 38,13 , 21,61,1 , 1,1 , 1,11 , 19,Jerrod Sanders,0,0 , 0,--,0,0,3 , 5,2 , 3,66,1 , 1,0 , 0,1 , 2
"July 16, 2014",Women's Strawweight,U-DEC,3,5:00,Claudia Gadelha,0,5 , 6,83,5,2,132 , 228,70 , 164,42,41 , 120,4 , 8,25 , 36,Tina Lahdemaki,0,0 , 0,--,0,0,49 , 170,29 , 141,20,26 , 134,3 , 7,0 , 0
"July 06, 2014",Featherweight,KO/TKO,3,4:16,Frankie Edgar,0,3 , 3,100,3,0,159 , 236,90 , 162,55,32 , 81,0 , 1,58 , 80,BJ Penn,0,0 , 0,--,0,0,60 , 116,13 , 66,19,13 , 63,0 , 3,0 , 0
"July 06, 2014",Light Heavyweight,KO/TKO,1,1:01,Corey Anderson,0,2 , 2,100,2,0,28 , 45,24 , 37,64,9 , 14,7 , 13,8 , 10,Matt Van Buren,0,0 , 0,--,0,0,2 , 10,2 , 10,20,2 , 9,0 , 1,0 , 0
"July 06, 2014",Middleweight,KO/TKO,1,1:11,Eddie Gordon,0,0 , 0,--,0,0,5 , 10,5 , 10,50,5 , 10,0 , 0,0 , 0,Dhiego Lima,1,0 , 0,--,0,0,22 , 42,22 , 42,52,6 , 19,1 , 2,15 , 21
"July 06, 2014",Heavyweight,KO/TKO,1,3:30,Derrick Lewis,0,1 , 2,50,1,0,7 , 17,6 , 16,37,1 , 9,2 , 3,3 , 4,Guto Inocente,0,0 , 0,--,0,0,8 , 10,6 , 8,75,3 , 5,3 , 3,0 , 0
"July 06, 2014",Flyweight,S-DEC,3,5:00,Dustin Ortiz,0,5 , 8,62,2,0,32 , 45,24 , 37,64,10 , 22,11 , 12,3 , 3,Justin Scoggins,0,2 , 7,28,5,3,100 , 134,39 , 64,60,9 , 26,13 , 15,17 , 23
"July 06, 2014",Lightweight,S-DEC,3,5:00,Kevin Lee,0,1 , 2,50,4,0,51 , 105,48 , 100,48,45 , 93,3 , 7,0 , 0,Jesse Ronson,0,4 , 12,33,1,1,66 , 128,49 , 110,44,36 , 94,7 , 10,6 , 6
"July 06, 2014",Bantamweight,SUB,3,3:49,Leandro Issa,0,0 , 0,--,2,3,40 , 134,33 , 127,25,31 , 124,0 , 1,2 , 2,Jumabieke Tuerxun,0,2 , 8,25,0,0,71 , 170,44 , 139,31,42 , 135,0 , 0,2 , 4
"July 06, 2014",Lightweight,KO/TKO,1,2:21,Adriano Martins,1,0 , 0,--,0,0,10 , 25,9 , 24,37,9 , 22,0 , 2,0 , 0,Juan Manuel Puig,0,0 , 0,--,0,0,13 , 51,13 , 51,25,13 , 51,0 , 0,0 , 0
"July 06, 2014",Light Heavyweight,U-DEC,3,5:00,Patrick Walsh,0,5 , 7,71,5,3,110 , 127,11 , 24,45,4 , 12,1 , 1,6 , 11,Daniel Spohn,0,0 , 1,0,0,2,52 , 80,24 , 51,47,17 , 40,6 , 10,1 , 1
"July 06, 2014",Catch Weight,U-DEC,3,5:00,Sarah Moras,0,1 , 2,50,1,0,123 , 149,15 , 34,44,8 , 21,4 , 8,3 , 5,Alexis Dufresne,0,3 , 3,100,3,0,65 , 86,12 , 28,42,5 , 11,0 , 0,7 , 17
"July 06, 2014",Light Heavyweight,Overturned,1,2:03,Robert Drysdale,0,1 , 1,100,1,3,2 , 7,0 , 5,0,0 , 5,0 , 0,0 , 0,Keith Berish,0,0 , 0,--,0,0,1 , 1,0 , 0,--,0 , 0,0 , 0,0 , 0
"July 05, 2014",Middleweight,U-DEC,5,5:00,Chris Weidman,0,5 , 13,38,5,0,90 , 206,65 , 177,36,51 , 156,8 , 12,6 , 9,Lyoto Machida,0,0 , 0,--,0,0,63 , 145,58 , 139,41,51 , 130,7 , 8,0 , 1
"July 05, 2014",Women's Bantamweight,KO/TKO,1,0:16,Ronda Rousey,0,1 , 1,100,1,0,14 , 16,14 , 16,87,4 , 6,1 , 1,9 , 9,Alexis Davis,0,0 , 0,--,0,0,2 , 6,2 , 6,33,2 , 6,0 , 0,0 , 0
"July 05, 2014",Middleweight,U-DEC,3,5:00,Uriah Hall,0,1 , 1,100,1,1,42 , 113,42 , 113,37,40 , 107,1 , 2,1 , 4,Thiago Santos,0,0 , 2,0,0,0,48 , 133,44 , 129,34,36 , 120,5 , 5,3 , 4
"July 05, 2014",Bantamweight,S-DEC,3,5:00,Russell Doane,0,2 , 2,100,3,0,33 , 81,27 , 75,36,24 , 71,3 , 4,0 , 0,Marcus Brimage,0,3 , 9,33,2,0,37 , 86,24 , 72,33,14 , 62,5 , 5,5 , 5
"July 05, 2014",Bantamweight,SUB,3,1:09,Urijah Faber,0,5 , 12,41,5,1,41 , 62,20 , 38,52,6 , 19,6 , 9,8 , 10,Alex Caceres,0,0 , 0,--,0,0,35 , 62,20 , 45,44,13 , 31,6 , 9,1 , 5
"July 05, 2014",Welterweight,U-DEC,3,5:00,Kenny Robertson,0,3 , 10,30,3,2,135 , 195,70 , 110,63,25 , 48,9 , 11,36 , 51,Ildemar Alcantara,0,1 , 2,50,1,0,25 , 71,22 , 65,33,15 , 56,5 , 5,2 , 4
"July 05, 2014",Middleweight,S-DEC,3,5:00,Bruno Santos,0,0 , 1,0,4,0,67 , 111,42 , 85,49,27 , 66,4 , 6,11 , 13,Chris Camozzi,0,4 , 6,66,0,1,45 , 82,25 , 51,49,11 , 33,11 , 11,3 , 7
"July 05, 2014",Bantamweight,KO/TKO,1,2:19,Rob Font,0,0 , 0,--,0,0,10 , 37,10 , 37,27,9 , 34,1 , 3,0 , 0,George Roop,1,0 , 0,--,0,0,12 , 23,12 , 23,52,9 , 19,2 , 2,1 , 2
"July 05, 2014",Middleweight,U-DEC,3,5:00,Luke Zachrich,0,1 , 1,100,1,0,66 , 226,66 , 226,29,66 , 223,0 , 3,0 , 0,Guilherme Vasconcelos,0,0 , 3,0,0,0,49 , 166,49 , 166,29,48 , 164,1 , 2,0 , 0
"July 05, 2014",Middleweight,Overturned,1,1:01,Kevin Casey,1,0 , 0,--,0,0,24 , 27,15 , 18,83,2 , 3,0 , 0,13 , 15,Bubba Bush,0,0 , 0,--,0,0,2 , 4,2 , 4,50,2 , 4,0 , 0,0 , 0
"June 28, 2014",Featherweight,U-DEC,5,5:00,Cub Swanson,0,0 , 0,--,0,0,103 , 236,87 , 219,39,83 , 215,4 , 4,0 , 0,Jeremy Stephens,0,2 , 8,25,2,0,76 , 239,65 , 228,28,63 , 220,2 , 7,0 , 1
"June 28, 2014",Welterweight,U-DEC,3,5:00,Kelvin Gastelum,0,0 , 0,--,0,0,97 , 207,67 , 174,38,55 , 151,10 , 21,2 , 2,Nicholas Musoke,0,2 , 6,33,2,0,42 , 134,36 , 128,28,34 , 123,2 , 5,0 , 0
"June 28, 2014",Middleweight,U-DEC,3,5:00,Cezar Ferreira,0,2 , 4,50,2,0,31 , 72,20 , 61,32,16 , 57,1 , 1,3 , 3,Andrew Craig,1,0 , 1,0,0,0,56 , 114,16 , 67,23,13 , 61,0 , 3,3 , 3
"June 28, 2014",Featherweight,U-DEC,3,5:00,Ricardo Lamas,0,2 , 11,18,2,1,50 , 111,33 , 94,35,16 , 75,17 , 19,0 , 0,Hacran Dias,0,2 , 5,40,2,0,57 , 100,31 , 74,41,26 , 69,5 , 5,0 , 0
"June 28, 2014",Middleweight,S-DEC,3,5:00,Clint Hester,0,1 , 1,100,1,0,50 , 88,40 , 78,51,36 , 70,0 , 1,4 , 7,Antonio Braga Neto,0,3 , 8,37,3,0,73 , 95,16 , 32,50,5 , 20,1 , 1,10 , 11
"June 28, 2014",Lightweight,S-DEC,3,5:00,Joe Ellenberger,0,3 , 10,30,3,2,50 , 73,22 , 37,59,6 , 17,4 , 5,12 , 15,James Moontasri,1,0 , 0,--,0,0,119 , 163,35 , 67,52,11 , 26,1 , 2,23 , 39
"June 28, 2014",Lightweight,SUB,1,0:38,Diego Ferreira,0,0 , 0,--,1,1,2 , 3,2 , 3,66,0 , 1,2 , 2,0 , 0,Colton Smith,0,1 , 1,100,0,0,7 , 10,7 , 10,70,2 , 4,3 , 3,2 , 3
"June 28, 2014",Bantamweight,KO/TKO,1,0:38,Cody Gibson,0,0 , 0,--,0,0,7 , 11,7 , 11,63,3 , 4,4 , 7,0 , 0,Johnny Bedford,1,0 , 0,--,0,0,3 , 8,3 , 8,37,2 , 5,1 , 2,0 , 1
"June 28, 2014",Middleweight,S-DEC,3,5:00,Marcelo Guimaraes,0,3 , 9,33,3,0,85 , 174,78 , 166,46,70 , 152,8 , 14,0 , 0,Andy Enz,0,0 , 0,--,0,0,51 , 239,42 , 229,18,40 , 226,2 , 3,0 , 0
"June 28, 2014",Flyweight,SUB,1,2:17,Ray Borg,0,1 , 1,100,1,2,6 , 8,2 , 3,66,2 , 3,0 , 0,0 , 0,Shane Howell,0,0 , 0,--,0,0,2 , 5,0 , 3,0,0 , 3,0 , 0,0 , 0
"June 28, 2014",Heavyweight,SUB,1,2:18,Aleksei Oleinik,0,1 , 4,25,1,1,13 , 26,10 , 22,45,7 , 18,3 , 4,0 , 0,Anthony Hamilton,0,0 , 1,0,0,0,6 , 14,6 , 14,42,5 , 12,1 , 2,0 , 0
"June 28, 2014",Middleweight,SUB,1,4:34,Nate Marquardt,0,0 , 1,0,2,1,17 , 21,6 , 10,60,0 , 2,6 , 8,0 , 0,James Te Huna,1,2 , 2,100,0,0,29 , 40,17 , 27,62,3 , 9,2 , 4,12 , 14
"June 28, 2014",Heavyweight,U-DEC,3,5:00,Jared Rosholt,0,0 , 5,0,1,0,46 , 62,11 , 25,44,4 , 16,3 , 5,4 , 4,Soa Palelei,0,1 , 4,25,0,0,148 , 177,43 , 58,74,4 , 15,24 , 27,15 , 16
"June 28, 2014",Featherweight,SUB,2,4:32,Charles Oliveira,0,3 , 4,75,3,2,31 , 51,11 , 27,40,6 , 17,2 , 3,3 , 7,Hatsu Hioki,0,3 , 5,60,3,0,33 , 52,24 , 38,63,3 , 14,14 , 17,7 , 7
"June 28, 2014",Welterweight,U-DEC,3,5:00,Robert Whittaker,0,1 , 1,100,1,0,93 , 213,66 , 183,36,62 , 177,3 , 4,1 , 2,Mike Rhodes,0,0 , 2,0,0,0,52 , 153,47 , 146,32,44 , 142,3 , 4,0 , 0
"June 28, 2014",Lightweight,SUB,3,3:16,Jake Matthews,0,4 , 11,36,4,1,137 , 167,60 , 85,70,4 , 22,10 , 10,46 , 53,Dashon Johnson,0,0 , 1,0,0,1,24 , 28,11 , 15,73,5 , 9,6 , 6,0 , 0
"June 28, 2014",Flyweight,U-DEC,3,5:00,Richie Vaculik,0,4 , 15,26,4,2,55 , 82,27 , 50,54,16 , 38,9 , 10,2 , 2,Roldan Sangcha'an,0,1 , 2,50,1,0,40 , 85,36 , 81,44,33 , 76,3 , 5,0 , 0
"June 28, 2014",Welterweight,KO/TKO,1,4:55,Vik Grujic,0,1 , 1,100,1,0,20 , 42,14 , 35,40,6 , 25,8 , 10,0 , 0,Chris Indich,0,1 , 3,33,1,0,24 , 39,15 , 30,50,10 , 21,5 , 8,0 , 1
"June 28, 2014",Welterweight,KO/TKO,2,2:32,Neil Magny,1,2 , 2,100,2,0,31 , 57,30 , 55,54,30 , 55,0 , 0,0 , 0,Rodrigo de Lima,0,1 , 3,33,1,2,30 , 41,5 , 14,35,3 , 12,0 , 0,2 , 2
"June 28, 2014",Featherweight,KO/TKO,1,3:34,Dan Hooker,0,0 , 0,--,0,0,51 , 67,12 , 18,66,3 , 5,1 , 1,8 , 12,Ian Entwistle,0,0 , 2,0,0,3,1 , 9,1 , 9,11,0 , 8,1 , 1,0 , 0
"June 28, 2014",Light Heavyweight,S-DEC,3,5:00,Gian Villante,0,0 , 1,0,0,0,120 , 194,93 , 164,56,74 , 142,19 , 22,0 , 0,Sean O'Connell,1,0 , 4,0,0,2,153 , 276,109 , 228,47,92 , 209,17 , 19,0 , 0
"June 14, 2014",Flyweight,U-DEC,5,5:00,Demetrious Johnson,0,0 , 4,0,0,0,164 , 248,133 , 215,61,59 , 120,73 , 94,1 , 1,Ali Bagautinov,0,2 , 12,16,2,0,66 , 158,36 , 122,29,11 , 81,25 , 41,0 , 0
"June 14, 2014",Welterweight,U-DEC,3,5:00,Rory MacDonald,0,1 , 2,50,1,0,97 , 202,49 , 150,32,46 , 145,1 , 1,2 , 4,Tyron Woodley,0,0 , 2,0,0,0,38 , 94,26 , 81,32,18 , 69,8 , 12,0 , 0
"June 14, 2014",Light Heavyweight,U-DEC,3,5:00,Ryan Bader,0,7 , 16,43,7,0,107 , 154,53 , 94,56,17 , 49,10 , 13,26 , 32,Rafael Cavalcante,0,0 , 0,--,0,0,20 , 47,10 , 37,27,7 , 31,3 , 5,0 , 1
"June 14, 2014",Heavyweight,S-DEC,3,5:00,Andrei Arlovski,0,0 , 1,0,0,0,40 , 86,12 , 55,21,11 , 50,1 , 5,0 , 0,Brendan Schaub,0,1 , 5,20,1,0,65 , 136,30 , 88,34,15 , 48,3 , 8,12 , 32
"June 14, 2014",Light Heavyweight,KO/TKO,2,2:10,Ovince Saint Preux,0,2 , 4,50,2,1,20 , 40,14 , 34,41,11 , 29,2 , 4,1 , 1,Ryan Jimmo,0,0 , 1,0,0,0,19 , 34,15 , 29,51,13 , 27,2 , 2,0 , 0
"June 14, 2014",Welterweight,SUB,1,2:52,Kiichi Kunimoto,0,0 , 0,--,1,1,3 , 4,3 , 4,75,3 , 4,0 , 0,0 , 0,Daniel Sarafian,0,1 , 3,33,0,1,9 , 14,5 , 10,50,5 , 9,0 , 0,0 , 1
"June 14, 2014",Women's Bantamweight,S-DEC,3,5:00,Valerie Letourneau,0,0 , 2,0,0,0,106 , 278,104 , 275,37,94 , 248,10 , 27,0 , 0,Elizabeth Phillips,0,0 , 3,0,0,0,69 , 272,67 , 270,24,64 , 254,3 , 16,0 , 0
"June 14, 2014",Bantamweight,U-DEC,3,5:00,Yves Jabouin,0,5 , 8,62,5,0,81 , 156,60 , 132,45,44 , 111,13 , 15,3 , 6,Mike Easton,0,0 , 4,0,0,0,110 , 196,42 , 121,34,25 , 99,10 , 13,7 , 9
"June 14, 2014",Lightweight,KO/TKO,3,2:01,Tae Hyun Bang,0,4 , 9,44,0,0,29 , 91,29 , 91,31,26 , 86,2 , 2,1 , 3,Kajan Johnson,2,0 , 1,0,4,0,40 , 113,34 , 107,31,29 , 93,0 , 4,5 , 10
"June 14, 2014",Bantamweight,U-DEC,3,5:00,Michinori Tanaka,0,1 , 1,100,3,1,25 , 44,2 , 20,10,1 , 19,0 , 0,1 , 1,Roland Delorme,0,3 , 4,75,1,0,78 , 103,21 , 37,56,4 , 10,1 , 1,16 , 26
"June 14, 2014",Lightweight,KO/TKO,1,4:57,Jason Saggo,0,2 , 3,66,2,0,29 , 45,10 , 24,41,1 , 5,0 , 0,9 , 19,Josh Shockley,0,0 , 0,--,0,1,13 , 20,6 , 12,50,3 , 7,1 , 2,2 , 3
"June 07, 2014",Lightweight,SUB,4,1:16,Benson Henderson,1,1 , 3,33,1,2,48 , 95,26 , 70,37,21 , 62,2 , 5,3 , 3,Rustam Khabilov,0,6 , 10,60,6,0,32 , 92,18 , 77,23,8 , 57,8 , 11,2 , 9
"June 07, 2014",Lightweight,S-DEC,3,5:00,Diego Sanchez,0,0 , 1,0,0,0,33 , 134,33 , 134,24,30 , 126,3 , 8,0 , 0,Ross Pearson,1,1 , 1,100,1,0,51 , 122,51 , 122,41,47 , 112,3 , 8,1 , 2
"June 07, 2014",Flyweight,KO/TKO,2,5:00,John Dodson,1,1 , 1,100,1,0,41 , 81,27 , 63,42,23 , 55,0 , 0,4 , 8,John Moraga,0,0 , 2,0,0,0,8 , 54,8 , 54,14,6 , 51,2 , 3,0 , 0
"June 07, 2014",Lightweight,KO/TKO,2,3:36,Rafael Dos Anjos,1,2 , 2,100,2,3,53 , 85,36 , 68,52,25 , 55,2 , 3,9 , 10,Jason High,0,3 , 3,100,3,0,26 , 67,24 , 64,37,18 , 57,4 , 4,2 , 3
"June 07, 2014",Lightweight,SUB,3,2:31,Piotr Hallmann,0,1 , 1,100,4,1,31 , 84,27 , 79,34,21 , 72,6 , 7,0 , 0,Yves Edwards,0,4 , 11,36,1,0,96 , 162,56 , 113,49,29 , 72,10 , 17,17 , 24
"June 07, 2014",Bantamweight,SUB,2,1:52,Bryan Caraway,0,1 , 2,50,2,2,21 , 55,10 , 42,23,10 , 38,0 , 4,0 , 0,Erik Perez,0,2 , 4,50,1,0,17 , 46,7 , 35,20,5 , 29,2 , 6,0 , 0
"June 07, 2014",Bantamweight,U-DEC,3,5:00,Sergio Pettis,0,1 , 6,16,0,0,46 , 121,43 , 114,37,41 , 110,0 , 1,2 , 3,Yaotzin Meza,0,0 , 0,--,1,0,60 , 168,54 , 161,33,53 , 159,1 , 2,0 , 0
"June 07, 2014",Welterweight,U-DEC,3,5:00,Lance Benoist,0,0 , 1,0,2,0,74 , 138,37 , 94,39,26 , 77,10 , 13,1 , 4,Bobby Voelker,0,2 , 7,28,0,0,81 , 134,56 , 102,54,32 , 74,7 , 9,17 , 19
"June 07, 2014",Flyweight,U-DEC,3,5:00,Scott Jorgensen,0,10 , 15,66,10,0,82 , 152,40 , 97,41,16 , 65,18 , 24,6 , 8,Danny Martinez,1,0 , 2,0,0,0,48 , 144,47 , 143,32,30 , 113,15 , 26,2 , 4
"June 07, 2014",Lightweight,KO/TKO,3,2:47,Jon Tuck,0,3 , 5,60,3,0,86 , 126,46 , 83,55,19 , 48,11 , 13,16 , 22,Jake Lindsey,0,0 , 2,0,0,0,117 , 144,49 , 75,65,25 , 45,24 , 29,0 , 1
"June 07, 2014",Light Heavyweight,KO/TKO,2,2:28,Patrick Cummins,0,3 , 5,60,3,1,49 , 73,32 , 55,58,5 , 16,2 , 3,25 , 36,Roger Narvaez,0,0 , 0,--,0,0,4 , 23,3 , 22,13,3 , 22,0 , 0,0 , 0
"May 31, 2014",Heavyweight,KO/TKO,1,0:35,Stipe Miocic,1,0 , 0,--,0,0,11 , 18,8 , 14,57,5 , 10,0 , 0,3 , 4,Fabio Maldonado,0,0 , 0,--,0,0,2 , 8,2 , 8,25,2 , 8,0 , 0,0 , 0
"May 31, 2014",Heavyweight,U-DEC,3,5:00,Antonio Carlos Junior,0,0 , 1,0,5,1,103 , 136,21 , 47,44,15 , 41,0 , 0,6 , 6,Vitor Miranda,0,5 , 6,83,0,0,33 , 85,19 , 70,27,9 , 48,5 , 7,5 , 15
"May 31, 2014",Middleweight,SUB,3,0:25,Warlley Alves,0,0 , 1,0,2,1,22 , 36,8 , 21,38,2 , 15,6 , 6,0 , 0,Marcio Alexandre Junior,1,2 , 3,66,0,0,44 , 67,19 , 39,48,7 , 15,3 , 8,9 , 16
"May 31, 2014",Welterweight,U-DEC,3,5:00,Demian Maia,1,2 , 3,66,2,0,83 , 128,29 , 73,39,4 , 34,0 , 0,25 , 39,Alexander Yakovlev,0,1 , 2,50,1,0,24 , 45,22 , 43,51,20 , 39,1 , 2,1 , 2
"May 31, 2014",Featherweight,S-DEC,3,5:00,Robert Peralta,0,2 , 6,33,1,0,40 , 83,30 , 73,41,26 , 67,4 , 6,0 , 0,Rony Jason,0,1 , 1,100,2,1,81 , 156,51 , 126,40,44 , 117,6 , 8,1 , 1
"May 31, 2014",Lightweight,U-DEC,3,5:00,Rashid Magomedov,0,0 , 4,0,0,0,42 , 117,37 , 104,35,32 , 96,5 , 8,0 , 0,Rodrigo Damm,1,0 , 0,--,0,0,66 , 164,63 , 161,39,56 , 151,2 , 3,5 , 7
"May 31, 2014",Lightweight,SUB,3,4:21,Elias Silverio,0,1 , 1,100,1,1,65 , 172,65 , 172,37,55 , 155,10 , 17,0 , 0,Ernest Chavez,0,0 , 4,0,0,0,61 , 146,54 , 139,38,46 , 126,8 , 13,0 , 0
